order_id,order_date,order_timestamp,sku,product_name,category,region,unit_price,quantity,discount_pct,gross_amount,net_amount
ORD-20260611-0060,2026-06-11,2026-06-11 21:47:00,SKU-1003,Notebook Set,Stationery,West,249,1,0.0,249,249.0
ORD-20260611-0061,2026-06-11,2026-06-11 10:03:00,SKU-1008,Backpack,Accessories,Central,1499,1,0.0,1499,1499.0
ORD-20260611-0062,2026-06-11,2026-06-11 20:13:00,SKU-1002,Bluetooth Speaker,Electronics,South,1999,4,15.0,7996,6796.6
ORD-20260611-0063,2026-06-11,2026-06-11 07:27:00,SKU-1009,Phone Case,Accessories,East,299,1,0.0,299,299.0
ORD-20260611-0064,2026-06-11,2026-06-11 04:32:00,SKU-1001,Wireless Mouse,Electronics,South,799,1,5.0,799,759.05
ORD-20260611-0065,2026-06-11,2026-06-11 21:34:00,SKU-1005,LED Desk Lamp,Furniture,Central,899,3,10.0,2697,2427.3
ORD-20260611-0066,2026-06-11,2026-06-11 17:49:00,SKU-1006,Yoga Mat,Fitness,Central,599,1,0.0,599,599.0
ORD-20260611-0067,2026-06-11,2026-06-11 06:26:00,SKU-1008,Backpack,Accessories,West,1499,3,0.0,4497,4497.0
ORD-20260611-0068,2026-06-11,2026-06-11 14:08:00,SKU-1005,LED Desk Lamp,Furniture,West,899,1,15.0,899,764.15
ORD-20260611-0069,2026-06-11,2026-06-11 23:47:00,SKU-1010,USB-C Cable,Electronics,Central,199,1,0.0,199,199.0
ORD-20260611-0070,2026-06-11,2026-06-11 21:24:00,SKU-1007,Water Bottle,Fitness,Central,349,3,15.0,1047,889.95
ORD-20260611-0071,2026-06-11,2026-06-11 13:28:00,SKU-1001,Wireless Mouse,Electronics,North,799,1,0.0,799,799.0
ORD-20260611-0072,2026-06-11,2026-06-11 08:48:00,SKU-1001,Wireless Mouse,Electronics,West,799,1,0.0,799,799.0
ORD-20260611-0073,2026-06-11,2026-06-11 16:19:00,SKU-1007,Water Bottle,Fitness,Central,349,1,0.0,349,349.0
ORD-20260611-0074,2026-06-11,2026-06-11 08:06:00,SKU-1001,Wireless Mouse,Electronics,West,799,1,5.0,799,759.05
ORD-20260611-0075,2026-06-11,2026-06-11 09:02:00,SKU-1004,Office Chair,Furniture,South,5499,1,5.0,5499,5224.05
ORD-20260612-0000,2026-06-12,2026-06-12 01:39:00,SKU-1004,Office Chair,Furniture,East,5499,1,0.0,5499,5499.0
ORD-20260612-0001,2026-06-12,2026-06-12 10:18:00,SKU-1004,Office Chair,Furniture,Unknown,5499,2,0.0,10998,10998.0
ORD-20260612-0002,2026-06-12,2026-06-12 11:15:00,SKU-1008,Backpack,Accessories,North,1499,4,0.0,5996,5996.0
ORD-20260612-0003,2026-06-12,2026-06-12 16:48:00,SKU-1009,Phone Case,Accessories,Unknown,299,1,0.0,299,299.0
ORD-20260612-0004,2026-06-12,2026-06-12 06:48:00,SKU-1006,Yoga Mat,Fitness,North,599,1,0.0,599,599.0
ORD-20260612-0005,2026-06-12,2026-06-12 11:29:00,SKU-1009,Phone Case,Accessories,East,299,1,0.0,299,299.0
ORD-20260612-0006,2026-06-12,2026-06-12 02:45:00,SKU-1009,Phone Case,Accessories,West,299,1,10.0,299,269.1
ORD-20260612-0007,2026-06-12,2026-06-12 18:39:00,SKU-1005,LED Desk Lamp,Furniture,North,899,2,5.0,1798,1708.1
ORD-20260612-0008,2026-06-12,2026-06-12 01:59:00,SKU-1010,USB-C Cable,Electronics,Unknown,199,1,0.0,199,199.0
ORD-20260612-0009,2026-06-12,2026-06-12 14:36:00,SKU-1002,Bluetooth Speaker,Electronics,Unknown,1999,1,0.0,1999,1999.0
ORD-20260612-0010,2026-06-12,2026-06-12 13:35:00,SKU-1003,Notebook Set,Stationery,Unknown,249,2,0.0,498,498.0
ORD-20260612-0011,2026-06-12,2026-06-12 20:00:00,SKU-1003,Notebook Set,Stationery,Central,249,2,0.0,498,498.0
ORD-20260612-0012,2026-06-12,2026-06-12 21:29:00,SKU-1006,Yoga Mat,Fitness,East,599,2,0.0,1198,1198.0
ORD-20260612-0013,2026-06-12,2026-06-12 16:53:00,SKU-1010,USB-C Cable,Electronics,South,199,1,0.0,199,199.0
ORD-20260612-0014,2026-06-12,2026-06-12 18:11:00,SKU-1007,Water Bottle,Fitness,Unknown,349,2,0.0,698,698.0
ORD-20260612-0015,2026-06-12,2026-06-12 00:55:00,SKU-1006,Yoga Mat,Fitness,Unknown,599,2,15.0,1198,1018.3
ORD-20260612-0016,2026-06-12,2026-06-12 05:48:00,SKU-1004,Office Chair,Furniture,East,5499,1,0.0,5499,5499.0
ORD-20260612-0017,2026-06-12,2026-06-12 18:33:00,SKU-1005,LED Desk Lamp,Furniture,Unknown,899,1,5.0,899,854.05
ORD-20260612-0018,2026-06-12,2026-06-12 18:14:00,SKU-1003,Notebook Set,Stationery,East,249,3,15.0,747,634.95
ORD-20260612-0019,2026-06-12,2026-06-12 11:45:00,SKU-1008,Backpack,Accessories,West,1499,2,0.0,2998,2998.0
ORD-20260612-0020,2026-06-12,2026-06-12 11:58:00,SKU-1010,USB-C Cable,Electronics,North,199,2,10.0,398,358.2
ORD-20260612-0021,2026-06-12,2026-06-12 21:36:00,SKU-1002,Bluetooth Speaker,Electronics,Central,1999,1,5.0,1999,1899.05
ORD-20260612-0022,2026-06-12,2026-06-12 20:38:00,SKU-1003,Notebook Set,Stationery,East,249,1,15.0,249,211.65
ORD-20260612-0023,2026-06-12,2026-06-12 15:47:00,SKU-1004,Office Chair,Furniture,Central,5499,3,15.0,16497,14022.45
ORD-20260612-0024,2026-06-12,2026-06-12 14:54:00,SKU-1006,Yoga Mat,Fitness,Unknown,599,2,0.0,1198,1198.0
ORD-20260612-0025,2026-06-12,2026-06-12 15:45:00,SKU-1001,Wireless Mouse,Electronics,East,799,2,0.0,1598,1598.0
ORD-20260612-0026,2026-06-12,2026-06-12 21:51:00,SKU-1010,USB-C Cable,Electronics,East,199,2,5.0,398,378.1
ORD-20260612-0027,2026-06-12,2026-06-12 04:47:00,SKU-1006,Yoga Mat,Fitness,South,599,1,15.0,599,509.15
ORD-20260612-0028,2026-06-12,2026-06-12 20:49:00,SKU-1008,Backpack,Accessories,North,1499,1,0.0,1499,1499.0
ORD-20260612-0029,2026-06-12,2026-06-12 04:26:00,SKU-1003,Notebook Set,Stationery,South,249,1,0.0,249,249.0
ORD-20260612-0030,2026-06-12,2026-06-12 21:51:00,SKU-1006,Yoga Mat,Fitness,East,599,2,10.0,1198,1078.2
ORD-20260612-0031,2026-06-12,2026-06-12 21:16:00,SKU-1004,Office Chair,Furniture,South,5499,1,10.0,5499,4949.1
ORD-20260612-0032,2026-06-12,2026-06-12 05:00:00,SKU-1005,LED Desk Lamp,Furniture,South,899,1,0.0,899,899.0
ORD-20260612-0033,2026-06-12,2026-06-12 00:53:00,SKU-1006,Yoga Mat,Fitness,Unknown,599,1,0.0,599,599.0
ORD-20260612-0034,2026-06-12,2026-06-12 18:38:00,SKU-1009,Phone Case,Accessories,Unknown,299,1,15.0,299,254.15
ORD-20260612-0035,2026-06-12,2026-06-12 19:48:00,SKU-1010,USB-C Cable,Electronics,South,199,1,0.0,199,199.0
ORD-20260612-0036,2026-06-12,2026-06-12 05:04:00,SKU-1005,LED Desk Lamp,Furniture,West,899,1,5.0,899,854.05
ORD-20260612-0037,2026-06-12,2026-06-12 09:29:00,SKU-1001,Wireless Mouse,Electronics,Central,799,3,15.0,2397,2037.45
ORD-20260612-0038,2026-06-12,2026-06-12 12:14:00,SKU-1003,Notebook Set,Stationery,Unknown,249,1,0.0,249,249.0
ORD-20260612-0039,2026-06-12,2026-06-12 20:29:00,SKU-1006,Yoga Mat,Fitness,Unknown,599,1,0.0,599,599.0
ORD-20260612-0040,2026-06-12,2026-06-12 19:27:00,SKU-1008,Backpack,Accessories,South,1499,2,0.0,2998,2998.0
ORD-20260612-0041,2026-06-12,2026-06-12 05:37:00,SKU-1001,Wireless Mouse,Electronics,East,799,4,0.0,3196,3196.0
ORD-20260612-0042,2026-06-12,2026-06-12 18:32:00,SKU-1003,Notebook Set,Stationery,East,249,1,15.0,249,211.65
ORD-20260612-0043,2026-06-12,2026-06-12 16:15:00,SKU-1003,Notebook Set,Stationery,West,249,1,5.0,249,236.55
ORD-20260612-0044,2026-06-12,2026-06-12 21:38:00,SKU-1009,Phone Case,Accessories,Unknown,299,1,0.0,299,299.0
ORD-20260612-0045,2026-06-12,2026-06-12 07:37:00,SKU-1003,Notebook Set,Stationery,North,249,1,0.0,249,249.0
ORD-20260612-0046,2026-06-12,2026-06-12 16:20:00,SKU-1002,Bluetooth Speaker,Electronics,Central,1999,3,5.0,5997,5697.15
ORD-20260612-0047,2026-06-12,2026-06-12 23:39:00,SKU-1002,Bluetooth Speaker,Electronics,Unknown,1999,1,10.0,1999,1799.1
ORD-20260612-0048,2026-06-12,2026-06-12 21:32:00,SKU-1009,Phone Case,Accessories,North,299,2,0.0,598,598.0
ORD-20260612-0049,2026-06-12,2026-06-12 16:20:00,SKU-1004,Office Chair,Furniture,Central,5499,2,5.0,10998,10448.1
ORD-20260612-0050,2026-06-12,2026-06-12 10:53:00,SKU-1001,Wireless Mouse,Electronics,Central,799,1,10.0,799,719.1
ORD-20260612-0051,2026-06-12,2026-06-12 22:45:00,SKU-1010,USB-C Cable,Electronics,North,199,2,0.0,398,398.0
ORD-20260612-0052,2026-06-12,2026-06-12 10:36:00,SKU-1006,Yoga Mat,Fitness,North,599,1,0.0,599,599.0
ORD-20260612-0053,2026-06-12,2026-06-12 01:25:00,SKU-1001,Wireless Mouse,Electronics,East,799,1,15.0,799,679.15
ORD-20260612-0054,2026-06-12,2026-06-12 23:56:00,SKU-1004,Office Chair,Furniture,Unknown,5499,2,15.0,10998,9348.3
ORD-20260612-0055,2026-06-12,2026-06-12 19:00:00,SKU-1003,Notebook Set,Stationery,North,249,1,0.0,249,249.0
ORD-20260612-0056,2026-06-12,2026-06-12 19:58:00,SKU-1001,Wireless Mouse,Electronics,Unknown,799,1,5.0,799,759.05
ORD-20260612-0057,2026-06-12,2026-06-12 17:49:00,SKU-1006,Yoga Mat,Fitness,South,599,3,15.0,1797,1527.45
ORD-20260612-0058,2026-06-12,2026-06-12 03:41:00,SKU-1005,LED Desk Lamp,Furniture,Central,899,1,0.0,899,899.0
ORD-20260612-0059,2026-06-12,2026-06-12 14:45:00,SKU-1007,Water Bottle,Fitness,West,349,3,15.0,1047,889.95
ORD-20260612-0060,2026-06-12,2026-06-12 14:36:00,SKU-1003,Notebook Set,Stationery,West,249,1,10.0,249,224.1
ORD-20260612-0061,2026-06-12,2026-06-12 23:57:00,SKU-1002,Bluetooth Speaker,Electronics,East,1999,1,0.0,1999,1999.0
ORD-20260612-0062,2026-06-12,2026-06-12 17:59:00,SKU-1008,Backpack,Accessories,East,1499,1,10.0,1499,1349.1
ORD-20260612-0063,2026-06-12,2026-06-12 03:47:00,SKU-1006,Yoga Mat,Fitness,Central,599,1,0.0,599,599.0
ORD-20260612-0064,2026-06-12,2026-06-12 18:20:00,SKU-1010,USB-C Cable,Electronics,East,199,1,0.0,199,199.0
ORD-20260612-0065,2026-06-12,2026-06-12 19:44:00,SKU-1005,LED Desk Lamp,Furniture,East,899,4,10.0,3596,3236.4
ORD-20260612-0066,2026-06-12,2026-06-12 06:16:00,SKU-1004,Office Chair,Furniture,West,5499,1,0.0,5499,5499.0
ORD-20260612-0067,2026-06-12,2026-06-12 19:19:00,SKU-1003,Notebook Set,Stationery,East,249,1,10.0,249,224.1
ORD-20260612-0068,2026-06-12,2026-06-12 06:47:00,SKU-1003,Notebook Set,Stationery,East,249,1,0.0,249,249.0
ORD-20260612-0069,2026-06-12,2026-06-12 16:59:00,SKU-1006,Yoga Mat,Fitness,West,599,3,0.0,1797,1797.0
ORD-20260612-0070,2026-06-12,2026-06-12 23:28:00,SKU-1002,Bluetooth Speaker,Electronics,East,1999,1,0.0,1999,1999.0
ORD-20260612-0071,2026-06-12,2026-06-12 14:01:00,SKU-1003,Notebook Set,Stationery,Unknown,249,1,0.0,249,249.0
ORD-20260612-0072,2026-06-12,2026-06-12 03:07:00,SKU-1002,Bluetooth Speaker,Electronics,Central,1999,1,5.0,1999,1899.05
ORD-20260613-0000,2026-06-13,2026-06-13 02:21:00,SKU-1010,USB-C Cable,Electronics,East,199,2,0.0,398,398.0
ORD-20260613-0001,2026-06-13,2026-06-13 09:40:00,SKU-1002,Bluetooth Speaker,Electronics,East,1999,1,0.0,1999,1999.0
ORD-20260613-0002,2026-06-13,2026-06-13 22:12:00,SKU-1003,Notebook Set,Stationery,East,249,1,0.0,249,249.0
ORD-20260613-0003,2026-06-13,2026-06-13 00:53:00,SKU-1001,Wireless Mouse,Electronics,West,799,1,0.0,799,799.0
ORD-20260613-0004,2026-06-13,2026-06-13 15:47:00,SKU-1009,Phone Case,Accessories,North,299,2,0.0,598,598.0
ORD-20260613-0005,2026-06-13,2026-06-13 04:46:00,SKU-1002,Bluetooth Speaker,Electronics,Central,1999,1,10.0,1999,1799.1
ORD-20260613-0006,2026-06-13,2026-06-13 18:29:00,SKU-1009,Phone Case,Accessories,East,299,1,0.0,299,299.0
ORD-20260613-0007,2026-06-13,2026-06-13 20:11:00,SKU-1004,Office Chair,Furniture,Unknown,5499,2,10.0,10998,9898.2
ORD-20260613-0008,2026-06-13,2026-06-13 13:45:00,SKU-1003,Notebook Set,Stationery,East,249,1,10.0,249,224.1
ORD-20260613-0009,2026-06-13,2026-06-13 21:37:00,SKU-1009,Phone Case,Accessories,South,299,1,15.0,299,254.15
ORD-20260613-0010,2026-06-13,2026-06-13 02:23:00,SKU-1006,Yoga Mat,Fitness,Unknown,599,1,0.0,599,599.0
ORD-20260613-0011,2026-06-13,2026-06-13 15:30:00,SKU-1009,Phone Case,Accessories,Unknown,299,1,0.0,299,299.0
ORD-20260613-0012,2026-06-13,2026-06-13 21:28:00,SKU-1006,Yoga Mat,Fitness,North,599,2,0.0,1198,1198.0
ORD-20260613-0013,2026-06-13,2026-06-13 01:32:00,SKU-1001,Wireless Mouse,Electronics,West,799,1,5.0,799,759.05
ORD-20260613-0014,2026-06-13,2026-06-13 19:46:00,SKU-1006,Yoga Mat,Fitness,Unknown,599,1,5.0,599,569.05
ORD-20260613-0015,2026-06-13,2026-06-13 22:57:00,SKU-1007,Water Bottle,Fitness,Unknown,349,2,10.0,698,628.2
ORD-20260613-0016,2026-06-13,2026-06-13 01:34:00,SKU-1002,Bluetooth Speaker,Electronics,East,1999,3,0.0,5997,5997.0
ORD-20260613-0017,2026-06-13,2026-06-13 11:11:00,SKU-1010,USB-C Cable,Electronics,Central,199,1,10.0,199,179.1
ORD-20260613-0018,2026-06-13,2026-06-13 16:33:00,SKU-1005,LED Desk Lamp,Furniture,West,899,1,15.0,899,764.15
ORD-20260613-0019,2026-06-13,2026-06-13 23:08:00,SKU-1010,USB-C Cable,Electronics,Central,199,1,0.0,199,199.0
ORD-20260613-0020,2026-06-13,2026-06-13 07:08:00,SKU-1010,USB-C Cable,Electronics,East,199,1,0.0,199,199.0
ORD-20260613-0021,2026-06-13,2026-06-13 12:24:00,SKU-1001,Wireless Mouse,Electronics,East,799,1,5.0,799,759.05
ORD-20260613-0022,2026-06-13,2026-06-13 14:41:00,SKU-1008,Backpack,Accessories,South,1499,4,0.0,5996,5996.0
ORD-20260613-0023,2026-06-13,2026-06-13 15:22:00,SKU-1006,Yoga Mat,Fitness,North,599,1,0.0,599,599.0
ORD-20260613-0024,2026-06-13,2026-06-13 11:03:00,SKU-1009,Phone Case,Accessories,South,299,1,10.0,299,269.1
ORD-20260613-0025,2026-06-13,2026-06-13 06:10:00,SKU-1002,Bluetooth Speaker,Electronics,North,1999,1,0.0,1999,1999.0
ORD-20260613-0026,2026-06-13,2026-06-13 18:18:00,SKU-1002,Bluetooth Speaker,Electronics,West,1999,1,0.0,1999,1999.0
ORD-20260613-0027,2026-06-13,2026-06-13 20:07:00,SKU-1008,Backpack,Accessories,Central,1499,2,5.0,2998,2848.1
ORD-20260613-0028,2026-06-13,2026-06-13 19:30:00,SKU-1001,Wireless Mouse,Electronics,West,799,3,0.0,2397,2397.0
ORD-20260613-0029,2026-06-13,2026-06-13 07:49:00,SKU-1008,Backpack,Accessories,Central,1499,1,0.0,1499,1499.0
ORD-20260613-0030,2026-06-13,2026-06-13 21:14:00,SKU-1002,Bluetooth Speaker,Electronics,Central,1999,3,5.0,5997,5697.15
ORD-20260613-0031,2026-06-13,2026-06-13 22:10:00,SKU-1002,Bluetooth Speaker,Electronics,Unknown,1999,1,10.0,1999,1799.1
ORD-20260613-0032,2026-06-13,2026-06-13 18:37:00,SKU-1009,Phone Case,Accessories,Central,299,4,0.0,1196,1196.0
ORD-20260613-0033,2026-06-13,2026-06-13 07:45:00,SKU-1007,Water Bottle,Fitness,Unknown,349,2,0.0,698,698.0
ORD-20260613-0034,2026-06-13,2026-06-13 13:56:00,SKU-1003,Notebook Set,Stationery,South,249,2,5.0,498,473.1
ORD-20260613-0035,2026-06-13,2026-06-13 18:52:00,SKU-1005,LED Desk Lamp,Furniture,East,899,1,5.0,899,854.05
ORD-20260613-0036,2026-06-13,2026-06-13 06:46:00,SKU-1006,Yoga Mat,Fitness,Unknown,599,1,0.0,599,599.0
ORD-20260613-0037,2026-06-13,2026-06-13 12:37:00,SKU-1009,Phone Case,Accessories,East,299,1,0.0,299,299.0
ORD-20260613-0038,2026-06-13,2026-06-13 14:47:00,SKU-1009,Phone Case,Accessories,East,299,1,10.0,299,269.1
ORD-20260613-0039,2026-06-13,2026-06-13 09:21:00,SKU-1005,LED Desk Lamp,Furniture,Central,899,3,0.0,2697,2697.0
ORD-20260613-0040,2026-06-13,2026-06-13 02:42:00,SKU-1009,Phone Case,Accessories,East,299,2,10.0,598,538.2
ORD-20260613-0041,2026-06-13,2026-06-13 17:54:00,SKU-1007,Water Bottle,Fitness,Central,349,2,5.0,698,663.1
ORD-20260613-0042,2026-06-13,2026-06-13 15:56:00,SKU-1006,Yoga Mat,Fitness,East,599,1,5.0,599,569.05
ORD-20260613-0043,2026-06-13,2026-06-13 10:18:00,SKU-1004,Office Chair,Furniture,West,5499,1,10.0,5499,4949.1
ORD-20260613-0044,2026-06-13,2026-06-13 18:32:00,SKU-1005,LED Desk Lamp,Furniture,South,899,1,0.0,899,899.0
ORD-20260613-0045,2026-06-13,2026-06-13 00:14:00,SKU-1005,LED Desk Lamp,Furniture,North,899,2,0.0,1798,1798.0
ORD-20260613-0046,2026-06-13,2026-06-13 02:41:00,SKU-1010,USB-C Cable,Electronics,Central,199,2,5.0,398,378.1
ORD-20260613-0047,2026-06-13,2026-06-13 04:09:00,SKU-1003,Notebook Set,Stationery,Central,249,4,0.0,996,996.0
ORD-20260613-0048,2026-06-13,2026-06-13 00:50:00,SKU-1001,Wireless Mouse,Electronics,Central,799,1,0.0,799,799.0
ORD-20260614-0000,2026-06-14,2026-06-14 05:09:00,SKU-1003,Notebook Set,Stationery,Unknown,249,2,5.0,498,473.1
ORD-20260614-0001,2026-06-14,2026-06-14 11:54:00,SKU-1007,Water Bottle,Fitness,North,349,1,0.0,349,349.0
ORD-20260614-0002,2026-06-14,2026-06-14 10:05:00,SKU-1003,Notebook Set,Stationery,East,249,1,10.0,249,224.1
ORD-20260614-0003,2026-06-14,2026-06-14 06:35:00,SKU-1003,Notebook Set,Stationery,Central,249,1,10.0,249,224.1
ORD-20260614-0004,2026-06-14,2026-06-14 13:08:00,SKU-1008,Backpack,Accessories,Unknown,1499,1,15.0,1499,1274.15
ORD-20260614-0005,2026-06-14,2026-06-14 12:31:00,SKU-1006,Yoga Mat,Fitness,Unknown,599,2,15.0,1198,1018.3
ORD-20260614-0006,2026-06-14,2026-06-14 20:31:00,SKU-1001,Wireless Mouse,Electronics,East,799,1,0.0,799,799.0
ORD-20260614-0007,2026-06-14,2026-06-14 18:42:00,SKU-1002,Bluetooth Speaker,Electronics,North,1999,2,0.0,3998,3998.0
ORD-20260614-0008,2026-06-14,2026-06-14 04:06:00,SKU-1005,LED Desk Lamp,Furniture,East,899,1,0.0,899,899.0
ORD-20260614-0009,2026-06-14,2026-06-14 17:15:00,SKU-1003,Notebook Set,Stationery,East,249,2,0.0,498,498.0
ORD-20260614-0010,2026-06-14,2026-06-14 18:41:00,SKU-1010,USB-C Cable,Electronics,South,199,2,10.0,398,358.2
ORD-20260614-0011,2026-06-14,2026-06-14 00:40:00,SKU-1004,Office Chair,Furniture,West,5499,1,0.0,5499,5499.0
ORD-20260614-0012,2026-06-14,2026-06-14 20:59:00,SKU-1008,Backpack,Accessories,South,1499,3,0.0,4497,4497.0
ORD-20260614-0013,2026-06-14,2026-06-14 21:52:00,SKU-1004,Office Chair,Furniture,South,5499,1,0.0,5499,5499.0
ORD-20260614-0014,2026-06-14,2026-06-14 16:03:00,SKU-1010,USB-C Cable,Electronics,Unknown,199,3,5.0,597,567.15
ORD-20260614-0015,2026-06-14,2026-06-14 22:45:00,SKU-1004,Office Chair,Furniture,West,5499,1,0.0,5499,5499.0
ORD-20260614-0016,2026-06-14,2026-06-14 18:10:00,SKU-1006,Yoga Mat,Fitness,North,599,1,15.0,599,509.15
ORD-20260614-0017,2026-06-14,2026-06-14 06:44:00,SKU-1002,Bluetooth Speaker,Electronics,West,1999,2,0.0,3998,3998.0
ORD-20260614-0018,2026-06-14,2026-06-14 04:38:00,SKU-1002,Bluetooth Speaker,Electronics,Unknown,1999,1,0.0,1999,1999.0
ORD-20260614-0019,2026-06-14,2026-06-14 09:30:00,SKU-1006,Yoga Mat,Fitness,North,599,1,0.0,599,599.0
ORD-20260614-0020,2026-06-14,2026-06-14 13:51:00,SKU-1010,USB-C Cable,Electronics,West,199,1,0.0,199,199.0
ORD-20260614-0021,2026-06-14,2026-06-14 03:47:00,SKU-1007,Water Bottle,Fitness,West,349,1,15.0,349,296.65
ORD-20260614-0022,2026-06-14,2026-06-14 13:36:00,SKU-1003,Notebook Set,Stationery,East,249,3,0.0,747,747.0
ORD-20260614-0023,2026-06-14,2026-06-14 22:58:00,SKU-1005,LED Desk Lamp,Furniture,Unknown,899,1,5.0,899,854.05
ORD-20260614-0024,2026-06-14,2026-06-14 15:58:00,SKU-1003,Notebook Set,Stationery,West,249,1,15.0,249,211.65
ORD-20260614-0025,2026-06-14,2026-06-14 15:16:00,SKU-1001,Wireless Mouse,Electronics,South,799,2,15.0,1598,1358.3
ORD-20260614-0026,2026-06-14,2026-06-14 18:43:00,SKU-1009,Phone Case,Accessories,South,299,1,10.0,299,269.1
ORD-20260614-0027,2026-06-14,2026-06-14 09:32:00,SKU-1005,LED Desk Lamp,Furniture,Central,899,1,0.0,899,899.0
ORD-20260614-0028,2026-06-14,2026-06-14 23:49:00,SKU-1006,Yoga Mat,Fitness,Unknown,599,4,0.0,2396,2396.0
ORD-20260614-0029,2026-06-14,2026-06-14 15:12:00,SKU-1007,Water Bottle,Fitness,North,349,1,0.0,349,349.0
ORD-20260614-0030,2026-06-14,2026-06-14 07:11:00,SKU-1006,Yoga Mat,Fitness,West,599,3,0.0,1797,1797.0
ORD-20260614-0031,2026-06-14,2026-06-14 03:12:00,SKU-1004,Office Chair,Furniture,South,5499,1,10.0,5499,4949.1
ORD-20260614-0032,2026-06-14,2026-06-14 10:57:00,SKU-1010,USB-C Cable,Electronics,West,199,1,0.0,199,199.0
ORD-20260614-0033,2026-06-14,2026-06-14 18:48:00,SKU-1001,Wireless Mouse,Electronics,South,799,1,15.0,799,679.15
ORD-20260614-0034,2026-06-14,2026-06-14 13:34:00,SKU-1009,Phone Case,Accessories,North,299,1,10.0,299,269.1
ORD-20260614-0035,2026-06-14,2026-06-14 07:19:00,SKU-1005,LED Desk Lamp,Furniture,West,899,2,0.0,1798,1798.0
ORD-20260614-0036,2026-06-14,2026-06-14 04:18:00,SKU-1009,Phone Case,Accessories,South,299,1,15.0,299,254.15
ORD-20260614-0037,2026-06-14,2026-06-14 13:56:00,SKU-1006,Yoga Mat,Fitness,Central,599,2,10.0,1198,1078.2
ORD-20260614-0038,2026-06-14,2026-06-14 13:15:00,SKU-1001,Wireless Mouse,Electronics,North,799,1,0.0,799,799.0
ORD-20260614-0039,2026-06-14,2026-06-14 23:44:00,SKU-1010,USB-C Cable,Electronics,Unknown,199,3,10.0,597,537.3
ORD-20260614-0040,2026-06-14,2026-06-14 09:00:00,SKU-1010,USB-C Cable,Electronics,East,199,1,0.0,199,199.0
ORD-20260614-0041,2026-06-14,2026-06-14 13:15:00,SKU-1009,Phone Case,Accessories,East,299,1,15.0,299,254.15
ORD-20260614-0042,2026-06-14,2026-06-14 05:48:00,SKU-1002,Bluetooth Speaker,Electronics,West,1999,2,0.0,3998,3998.0
ORD-20260614-0043,2026-06-14,2026-06-14 13:53:00,SKU-1008,Backpack,Accessories,West,1499,1,0.0,1499,1499.0
ORD-20260614-0044,2026-06-14,2026-06-14 10:37:00,SKU-1006,Yoga Mat,Fitness,Unknown,599,2,10.0,1198,1078.2
ORD-20260614-0045,2026-06-14,2026-06-14 02:10:00,SKU-1005,LED Desk Lamp,Furniture,Unknown,899,2,15.0,1798,1528.3
ORD-20260614-0046,2026-06-14,2026-06-14 10:59:00,SKU-1008,Backpack,Accessories,North,1499,1,0.0,1499,1499.0
ORD-20260614-0047,2026-06-14,2026-06-14 19:38:00,SKU-1006,Yoga Mat,Fitness,West,599,2,0.0,1198,1198.0
ORD-20260614-0048,2026-06-14,2026-06-14 20:17:00,SKU-1002,Bluetooth Speaker,Electronics,North,1999,1,5.0,1999,1899.05
ORD-20260614-0049,2026-06-14,2026-06-14 07:36:00,SKU-1001,Wireless Mouse,Electronics,South,799,3,0.0,2397,2397.0
ORD-20260614-0050,2026-06-14,2026-06-14 18:59:00,SKU-1007,Water Bottle,Fitness,North,349,1,15.0,349,296.65
ORD-20260614-0051,2026-06-14,2026-06-14 18:36:00,SKU-1005,LED Desk Lamp,Furniture,West,899,1,10.0,899,809.1
ORD-20260614-0052,2026-06-14,2026-06-14 11:05:00,SKU-1010,USB-C Cable,Electronics,Central,199,2,0.0,398,398.0
ORD-20260614-0053,2026-06-14,2026-06-14 03:54:00,SKU-1004,Office Chair,Furniture,West,5499,2,0.0,10998,10998.0
ORD-20260614-0054,2026-06-14,2026-06-14 04:28:00,SKU-1005,LED Desk Lamp,Furniture,Central,899,1,0.0,899,899.0
ORD-20260614-0055,2026-06-14,2026-06-14 15:34:00,SKU-1002,Bluetooth Speaker,Electronics,Central,1999,1,0.0,1999,1999.0
ORD-20260614-0056,2026-06-14,2026-06-14 01:01:00,SKU-1004,Office Chair,Furniture,Central,5499,1,0.0,5499,5499.0
ORD-20260614-0057,2026-06-14,2026-06-14 08:30:00,SKU-1003,Notebook Set,Stationery,Central,249,2,15.0,498,423.3
ORD-20260614-0058,2026-06-14,2026-06-14 08:51:00,SKU-1004,Office Chair,Furniture,Unknown,5499,1,5.0,5499,5224.05
ORD-20260614-0059,2026-06-14,2026-06-14 18:41:00,SKU-1006,Yoga Mat,Fitness,South,599,1,5.0,599,569.05
ORD-20260614-0060,2026-06-14,2026-06-14 19:11:00,SKU-1006,Yoga Mat,Fitness,West,599,3,0.0,1797,1797.0
ORD-20260614-0061,2026-06-14,2026-06-14 03:03:00,SKU-1008,Backpack,Accessories,Central,1499,1,0.0,1499,1499.0
ORD-20260614-0062,2026-06-14,2026-06-14 07:42:00,SKU-1007,Water Bottle,Fitness,South,349,2,0.0,698,698.0
ORD-20260614-0063,2026-06-14,2026-06-14 08:18:00,SKU-1002,Bluetooth Speaker,Electronics,Unknown,1999,2,0.0,3998,3998.0
ORD-20260614-0064,2026-06-14,2026-06-14 13:53:00,SKU-1007,Water Bottle,Fitness,Unknown,349,4,10.0,1396,1256.4
